Monetary,Frequency,Recency,monetary_score,frequency_score,recency_score,rfm_score,cust_no
200052.86,2.0,118,3,3,1,7,0xb2d2adc9
7899.45,3.0,13,2,4,3,9,0x3b9b3ebf
31.73,1.0,11,1,2,3,6,0xb2d6b6a7
50412.48,3.0,31,2,4,2,8,0xb2d2b0f9
9.96,1.0,3,1,2,4,7,0xb2d6d194
369053.59,4.0,73,4,4,1,9,0xb2d18a7c
130098.81,2.0,27,3,3,2,8,0xb2d10652d
509109.94,9.0,4,4,4,4,12,0xb2d3c569
2151671.31,1.0,1,4,2,4,10,0x3b9b3058d
180357.42,11.0,1,3,4,4,11,0xb2d682ab
2275.42,1.0,184,1,2,1,4,0xb2d30c34
2370.12,1.0,10,1,2,3,6,0xb2d33a8d
245279.02,7.0,6,3,4,3,10,0xb2d14e71
15.62,1.0,13,1,2,3,6,0xb2d41434
212.6,1.0,4,1,2,4,7,0xb2d21b39
467416.43,7.0,1,4,4,4,12,0xb2d0e090
218064.47,2.0,0,3,3,4,10,0xb2d3033b
3000060.22,3.0,20,4,4,2,10,0x3b9b4733
8155.66,1.0,6,2,2,3,7,0xb2d3c4cdd
49313.06,1.0,10,2,2,3,7,0xb2d2fffe
119.56,9.0,0,1,4,4,9,0xb2d09fd7
1476001.05,5.0,0,4,4,4,12,0xb2d5fe36d
2081.04,1.0,1,1,2,4,7,0xb2d7ed72
414710.51,4.0,6,4,4,3,11,0xb2d52afa
204266.03,2.0,195,3,3,1,7,0xb2d80e49
1272.61,1.0,184,1,2,1,4,0xb2d14415
190348.25,6.0,75,3,4,1,8,0x3b9b47e7
65264.46,2.0,214,3,3,1,7,0xb2d36551
6973.58,1.0,184,2,2,1,5,0xb2d38373
400124.09,3.0,1,4,4,4,12,0xb2d5f238
1600016.91,2.0,119,4,3,1,8,0xb2d93679
183251.48,2.0,13,3,3,3,9,0xb2d31cb1
61528.24,2.0,0,3,3,4,10,0xb2d4159e
1012.81,1.0,92,1,2,1,4,0xb2d2c171
500016.02,2.0,80,4,3,1,8,0xb2d6b575
204984.95,2.0,148,3,3,1,7,0xb2d657b9
59018.68,1.0,7,3,2,3,8,0xb2d8cec6
24.5,1.0,3,1,2,4,7,0xb2d3e4b3
200000.0,2.0,5,3,3,3,9,0xb2da569c
0.83,1.0,22,1,2,2,5,0xb2d4118a
9330.63,1.0,11,2,2,3,7,0xb2d40953
150080.18,3.0,20,3,4,2,9,0xb2d2c190
8465.4,1.0,92,2,2,1,5,0xb2d1bf8bd
100043.91,2.0,94,3,3,1,7,0xb2d1ea6c
15431.96,1.0,20,2,2,2,6,0xb2d6a7b7
7229.63,1.0,7,2,2,3,7,0xb2d31de7d
218412.24,2.0,83,3,3,1,7,0xb2d41439d
303267.73,2.0,9,4,3,3,10,0xb2d90884
30011.19,2.0,60,2,3,2,7,0xb2d9bc6e
811.66,5.0,0,1,4,4,9,0xb2d064ac
201422.19,2.0,76,3,3,1,7,0xb2d992f7
16344.45,3.0,0,2,4,4,10,0xb2d91273
200002.1,2.0,20,3,3,2,8,0xb2d8d876
490710.42,3.0,22,4,4,2,10,0xb2d96178
450031.14,3.0,1,4,4,4,12,0xb2d1532f
430728.24,5.0,4,4,4,4,12,0xb2d9b9ab
278.28,1.0,29,1,2,2,5,0xb2d77ef9
66000.7,2.0,32,3,3,2,8,0xb2da02e8
900031.73,5.0,80,4,4,1,9,0xb2d176f2
23766.75,1.0,5,2,2,3,7,0xb2d2b79a
89.91,1.0,70,1,2,1,4,0xb2d20c0d
478722.27,3.0,0,4,4,4,12,0xb2d135a1
20357.35,1.0,51,2,2,2,6,0xb2d3cad6
309.86,1.0,10,1,2,3,6,0xb2d790d3
9650.51,1.0,14,2,2,3,7,0xb2d26778d
304109.71,4.0,5,4,4,3,11,0xb2d42196
19436.99,1.0,0,2,2,4,8,0xb2d6c178
500004.52,2.0,14,4,3,3,10,0xb2d6db27
0.0,1.0,118,1,2,1,4,0xb2d29a7e
3.7,1.0,19,1,2,2,5,0xb2d69653d
1279.63,1.0,10,1,2,3,6,0xb2d47ef2
1380.77,1.0,0,1,2,4,7,0xb2d4cb77d
240754.53,2.0,54,3,3,2,8,0x3b9b1a09
77316.85,2.0,1,3,3,4,10,0xb2d2312d
9099.01,1.0,0,2,2,4,8,0xb2d8e7a4
140345.3,3.0,0,3,4,4,11,0xb2d9946f
6461.39,1.0,92,2,2,1,5,0xb2d553b1
150003.49,4.0,6,3,4,3,10,0xb2d75485d
228.43,1.0,17,1,2,2,5,0xb2d85852
61.2,1.0,75,1,2,1,4,0xb2d218d8
500480.77,3.0,32,4,4,2,10,0xb2d6b15f
65.55,1.0,0,1,2,4,7,0xb2d44407
205873.27,8.0,39,3,4,2,9,0xb2d1936c
49.28,1.0,1,1,2,4,7,0xb2d93071
87773.69,2.0,40,3,3,2,8,0xb2d587e7
82733.24,1.0,9,3,2,3,8,0xb2d401c8
50950.19,1.0,3,2,2,4,8,0xb2d34de9
14817.27,1.0,0,2,2,4,8,0xb2d8ea15
440690.99,3.0,14,4,4,3,11,0xb2d62726d
69.92,1.0,0,1,2,4,7,0xb2d6861d
119421.26,3.0,217,3,4,1,8,0xb2d416c8
54.56,1.0,72,1,2,1,4,0xb2d0d60d
8091.03,1.0,14,2,2,3,7,0xb2d693fbd
9135.31,1.0,0,2,2,4,8,0xb2d7c0b3
509718.95,4.0,101,4,4,1,9,0xb2d12c80
9435.19,1.0,22,2,2,2,6,0xb2d2c99e
880000.86,2.0,12,4,3,3,10,0xb2d9e6d8
20011.05,2.0,18,2,3,2,7,0xb2d654eed
800070.6,5.0,8,4,4,3,11,0xb2d3778a
5675.15,1.0,30,2,2,2,6,0xb2d97d5f
65.78,1.0,66,1,2,2,5,0xb2d605bbd
1525.88,1.0,92,1,2,1,4,0xb2d0f08e
443163.67,4.0,39,4,4,2,10,0xb2d9810c
60026.2,2.0,143,3,3,1,7,0xb2d5d5fd
81174.89,2.0,92,3,3,1,7,0xb2d5bca8
717857.69,3.0,1,4,4,4,12,0xb2d1516f
2107.34,1.0,1,1,2,4,7,0xb2d1bead
2684.39,3.0,0,1,4,4,9,0xb2d2d7e6
217000.18,7.0,4,3,4,4,11,0xb2d0f655d
506862.08,2.0,30,4,3,2,9,0xb2d45cfb
401420.92,5.0,43,4,4,2,10,0xb2d0cba7
5401.04,1.0,0,2,2,4,8,0xb2d437f2
1578.97,1.0,12,1,2,3,6,0xb2d214e5
505206.2,2.0,16,4,3,2,9,0xb2d5fe7c
20.27,1.0,54,1,2,2,5,0xb2d2668d
903332.57,58.0,0,4,4,4,12,0x3b9b2f32
301133.59,2.0,11,4,3,3,10,0xb2d9c3cb
357875.42,6.0,3,4,4,4,12,0xb2d56759
1018.55,1.0,184,1,2,1,4,0xb2d5e9d2
255006.23,3.0,27,3,4,2,9,0xb2d58a5a
16294.4,1.0,12,2,2,3,7,0xb2d4dbbe
73629.05,18.0,0,3,4,4,11,0x3b9b17e5
37.24,3.0,75,1,4,1,6,0xb2d2e5bb
401446.89,3.0,38,4,4,2,10,0xb2d6e7eb
955.62,1.0,6,1,2,3,6,0xb2d3480d
52001.1,2.0,123,2,3,1,6,0xb2d54815
268969.55,1.0,19,3,2,2,7,0xb2d0f461
100073.08,2.0,144,3,3,1,7,0xb2d6d2fa
67.13,1.0,19,1,2,2,5,0xb2d29968
10000.11,2.0,206,2,3,1,6,0xb2d68ff0
1117934.87,5.0,6,4,4,3,11,0xb2d3ac7e
3804.08,1.0,10,2,2,3,7,0xb2d972b9
1804.45,1.0,81,1,2,1,4,0xb2d415f6
3300034.83,2.0,13,4,3,3,10,0xb2d95991d
18000.0,1.0,0,2,2,4,8,0xb2da3da3
35233.31,1.0,42,2,2,2,6,0xb2d685c5
143622.41,4.0,46,3,4,2,9,0xb2d6284f
130006.86,3.0,97,3,4,1,8,0xb2d789f0
990394.8,8.0,0,4,4,4,12,0xb2d68a29
13996.44,1.0,1,2,2,4,8,0xb2d3c1bcd
105008.28,4.0,18,3,4,2,9,0xb2d6de5f
330058.84,3.0,95,4,4,1,9,0xb2d3ba45
1000005.28,1.0,0,4,2,4,10,0xb2d92f19
588076.33,4.0,92,4,4,1,9,0xb2d51e4f
129979.88,3.0,55,3,4,2,9,0xb2d13506
536.64,1.0,9,1,2,3,6,0xb2d8ce04
1253.62,1.0,0,1,2,4,7,0xb2d2aa41
415094.33,5.0,21,4,4,2,10,0xb2d690b1
173132.21,4.0,0,3,4,4,11,0xb2d5a964
5068.29,1.0,92,2,2,1,5,0xb2d20713
163.82,1.0,46,1,2,2,5,0xb2d9020e
40103.81,2.0,4,2,3,4,9,0xb2d95c82
847.6,2.0,92,1,3,1,5,0x3b9b16d5
5.42,1.0,77,1,2,1,4,0xb2d38faf
1153.87,1.0,184,1,2,1,4,0xb2d653fed
6065.31,1.0,184,2,2,1,5,0xb2d289e5
50060.08,1.0,4,2,2,4,8,0xb2d596a7
460.11,1.0,44,1,2,2,5,0xb2d330a4
127627.07,5.0,6,3,4,3,10,0xb2d53f6a
500000.0,2.0,13,4,3,3,10,0xb2da435f
183903.36,6.0,0,3,4,4,11,0x3b9b463d
50830.36,2.0,231,2,3,1,6,0xb2d620d1
8118.85,5.0,29,2,4,2,8,0x3b9b2a54
4623.73,5.0,92,2,4,1,7,0x3b9af418
1623.87,1.0,1,1,2,4,7,0xb2d6bda3
170000.0,3.0,0,3,4,4,11,0xb2d971f6
13232.07,1.0,25,2,2,2,6,0xb2d1c3cd
5619.85,1.0,3,2,2,4,8,0xb2d6e7e5
308461.08,3.0,10,4,4,3,11,0xb2d36065
441187.28,2.0,193,4,3,1,8,0xb2d117cd
3603.65,1.0,184,2,2,1,5,0xb2d5729b
59.83,1.0,3,1,2,4,7,0xb2d3f9efd
13647.3,10.0,0,2,4,4,10,0x3b9af125
1030.66,1.0,237,1,2,1,4,0xb2d28a86
15.32,1.0,19,1,2,2,5,0xb2d32f6f
72321.21,3.0,0,3,4,4,11,0xb2d60b2a
170.56,1.0,28,1,2,2,5,0xb2d85b6bd
3509000.0,9.0,0,4,4,4,12,0xb2d683cd
10307.52,1.0,181,2,2,1,5,0xb2d653c1
100093.63,2.0,83,3,3,1,7,0xb2d8d009
693.09,1.0,18,1,2,2,5,0xb2d348b2
203492.55,3.0,13,3,4,3,10,0xb2d18067
52399.5,2.0,69,3,3,1,7,0xb2d12220
15655.66,1.0,0,2,2,4,8,0xb2d32748
1689.27,1.0,9,1,2,3,6,0xb2d468d3
69718.8,7.0,0,3,4,4,11,0xb2d0ae5d
212.83,2.0,92,1,3,1,5,0x3b9b1abc
628.56,1.0,42,1,2,2,5,0xb2d34645
160005.81,3.0,62,3,4,2,9,0xb2d78651
77918.74,1.0,42,3,2,2,7,0xb2d45607
210018.3,3.0,18,3,4,2,9,0xb2d630a8
200006.33,2.0,95,3,3,1,7,0xb2d97439
11467.74,1.0,13,2,2,3,7,0xb2d22eee
396071.96,2.0,18,4,3,2,9,0xb2d68368
200098.77,2.0,7,3,3,3,9,0xb2d6432d
35286.53,3.0,32,2,4,2,8,0xb2d619a0
165.39,2.0,7,1,3,3,7,0xb2d616ef
2602000.0,25.0,1,4,4,4,12,0xb2d530bbd
325653.35,13.0,6,4,4,3,11,0xb2d1b544
1677.02,1.0,2,1,2,4,7,0xb2d15de3
660019.17,2.0,93,4,3,1,8,0xb2d1c1e8
4423.52,1.0,0,2,2,4,8,0xb2d6b71a
554824.57,4.0,77,4,4,1,9,0xb2d3ba77
18.55,1.0,12,1,2,3,6,0xb2d3028b
124.18,1.0,34,1,2,2,5,0xb2d9527e
630099.27,10.0,4,4,4,4,12,0xb2d633a4
172873.73,3.0,228,3,4,1,8,0xb2d10c4e
950099.63,4.0,1,4,4,4,12,0xb2d2d89f
1400003.04,7.0,0,4,4,4,12,0xb2d3ee03
262795.79,3.0,11,3,4,3,10,0xb2d60e9c
13976.23,1.0,5,2,2,3,7,0xb2d651acd
1008.74,2.0,117,1,3,1,5,0xb2d0d752
450009.5,3.0,24,4,4,2,10,0xb2d948bb
108530.58,2.0,95,3,3,1,7,0xb2d526ea
1440.71,1.0,0,1,2,4,7,0xb2d8f6bf
1056302.44,2.0,12,4,3,3,10,0xb2d3b398
8.01,1.0,22,1,2,2,5,0xb2d977cf
21220.21,1.0,7,2,2,3,7,0xb2d6a193
200000.89,2.0,11,3,3,3,9,0xb2d5d75c
52265.64,2.0,235,3,3,1,7,0xb2d41032
29336.95,1.0,96,2,2,1,5,0xb2d1bfaf
509737.99,2.0,159,4,3,1,8,0xb2d15ad4
4132.47,1.0,3,2,2,4,8,0xb2d2537d
5008.61,1.0,48,2,2,2,6,0xb2d64867
13153.27,1.0,245,2,2,1,5,0xb2d66a30
5380.0,1.0,92,2,2,1,5,0xb2d2ba18
320067.83,2.0,19,4,3,2,9,0xb2d64f50
994953.32,5.0,31,4,4,2,10,0xb2d0ea86
37682.67,1.0,89,2,2,1,5,0xb2d2dd24
64068.59,1.0,18,3,2,2,7,0xb2d91729d
90002.57,2.0,35,3,3,2,8,0xb2d7088f
220019.96,2.0,221,3,3,1,7,0xb2d13e89
2050.85,1.0,86,1,2,1,4,0xb2d9546e
3918.89,1.0,46,2,2,2,6,0xb2d5d47c
310000.53,2.0,19,4,3,2,9,0xb2d940cd
150013.57,4.0,56,3,4,2,9,0xb2d60777d
130094.87,3.0,11,3,4,3,10,0xb2d063d4d
97504.72,1.0,25,3,2,2,7,0xb2d6230e
37.1,1.0,13,1,2,3,6,0xb2d63c93
211371.93,2.0,1,3,3,4,10,0xb2d38e3c
451695.65,2.0,16,4,3,2,9,0xb2d6f483
59265.09,1.0,1,3,2,4,9,0xb2d35bb9
11.7,1.0,7,1,2,3,6,0xb2d3001a
200002.58,2.0,21,3,3,2,8,0xb2d1379a
20000.21,2.0,92,2,3,1,6,0xb2d980a9
304282.08,4.0,87,4,4,1,9,0xb2d39868
9446.25,1.0,5,2,2,3,7,0xb2d5cf00
3219.49,1.0,199,2,2,1,5,0xb2d6026c
14.31,1.0,0,1,2,4,7,0xb2d9d696
30001.27,2.0,60,2,3,2,7,0xb2d9b562
40000.84,2.0,80,2,3,1,6,0xb2d8d592
5966.08,1.0,35,2,2,2,6,0xb2d5e0cc
21500.0,2.0,3,2,3,4,9,0xb2d97300
600056.47,4.0,0,4,4,4,12,0xb2d5fbc6
183.3,1.0,9,1,2,3,6,0xb2d22dc9
1438.17,1.0,184,1,2,1,4,0xb2d40715
61819.06,3.0,2,3,4,4,11,0x3b9b1800
2086.53,1.0,21,1,2,2,5,0xb2d2558b
140015.58,3.0,14,3,4,3,10,0xb2d644fd
150097.54,4.0,24,3,4,2,9,0xb2d0e8d2
251.62,1.0,9,1,2,3,6,0xb2d8796a
125.65,1.0,18,1,2,2,5,0xb2d60c14
750024.78,4.0,6,4,4,3,11,0xb2d78dff
463115.95,9.0,0,4,4,4,12,0xb2d1c795
1214.18,1.0,220,1,2,1,4,0xb2d6a710
1157.38,1.0,184,1,2,1,4,0xb2d580de
1047.14,1.0,0,1,2,4,7,0xb2d944a5
44.25,2.0,18,1,3,2,6,0xb2d65d98
102883.79,2.0,210,3,3,1,7,0xb2d400c0d
201583.51,3.0,4,3,4,4,11,0xb2d41680
383069.15,7.0,11,4,4,3,11,0xb2d16ef2
16896.94,1.0,145,2,2,1,5,0xb2d4af62
22048.83,1.0,0,2,2,4,8,0xb2d54ec0
10012.27,1.0,15,2,2,3,7,0xb2d9cfba
50107.74,1.0,214,2,2,1,5,0xb2d6b39b
200232.28,1.0,0,3,2,4,9,0xb2d9411a
60146.54,3.0,27,3,4,2,9,0xb2d6937c
112373.74,5.0,70,3,4,1,8,0xb2d62842
3777.33,1.0,113,2,2,1,5,0xb2d0e22b
201421.01,2.0,64,3,3,2,8,0xb2d9adf5
5550.95,1.0,184,2,2,1,5,0x3b9b18b1d
37.91,1.0,8,1,2,3,6,0xb2d2dcc0
410432.85,4.0,6,4,4,3,11,0xb2d317e7
150000.0,1.0,0,3,2,4,9,0xb2d97e41
200150.77,2.0,0,3,3,4,10,0xb2d9ff78
1457.87,1.0,92,1,2,1,4,0xb2d2e34f
100001.06,2.0,34,3,3,2,8,0xb2d932c1d
154013.02,2.0,161,3,3,1,7,0xb2d5cba5
420013.12,4.0,27,4,4,2,10,0xb2d6845f
601.99,1.0,0,1,2,4,7,0xb2d237d5
300018.98,2.0,15,3,3,3,9,0xb2da32f3
120096.73,5.0,20,3,4,2,9,0xb2d16d28
1158.32,2.0,184,1,3,1,5,0xb2d313d6
6961.67,1.0,92,2,2,1,5,0xb2d1fb98d
1289.43,1.0,8,1,2,3,6,0xb2d26c22
500031.41,2.0,17,4,3,2,9,0xb2d7c6e4
1781.37,1.0,19,1,2,2,5,0xb2d191b2
50003.87,3.0,118,2,4,1,7,0xb2d593cbd
20000.21,2.0,49,2,3,2,7,0xb2d9d6e2
320203.55,3.0,66,4,4,2,10,0xb2d5dd20
800008.58,3.0,122,4,4,1,9,0xb2d43579d
100003.17,2.0,73,3,3,1,7,0xb2d8e0e4
8009.34,1.0,92,2,2,1,5,0x3b9af6d1
1054548.23,2.0,153,4,3,1,8,0xb2d446d1
96260.83,6.0,0,3,4,4,11,0xb2d06941
80099.11,4.0,11,3,4,3,10,0xb2d38343
251001.83,4.0,17,3,4,2,9,0xb2d994d3
0.26,2.0,62,1,3,2,6,0xb2d17b24
509826.13,10.0,10,4,4,3,11,0xb2d5c022
52012.88,2.0,20,2,3,2,7,0xb2d242a2
542.26,1.0,0,1,2,4,7,0xb2d23619
4205.69,1.0,9,2,2,3,7,0xb2d8fd8cd
46160.53,3.0,186,2,4,1,7,0xb2d4273f
102735548.16,10.0,0,4,4,4,12,0x3b9ad071
126.67,1.0,87,1,2,1,4,0xb2d94ad2
653073.18,2.0,10,4,3,3,10,0xb2d95d9e
165577.43,2.0,213,3,3,1,7,0xb2d171d6
400000.24,3.0,9,4,4,3,11,0x3b9b46c0
1000026.39,3.0,13,4,4,3,11,0xb2d9e345
55001.16,2.0,60,3,3,2,8,0xb2d9be22
80192.21,4.0,3,3,4,4,11,0xb2d32400
1050000.0,5.0,0,4,4,4,12,0xb2d60c99
20686.19,2.0,0,2,3,4,9,0xb2da3641
3554.09,1.0,92,2,2,1,5,0xb2d53cb0
552587.32,16.0,0,4,4,4,12,0xb2d23ca5d
20148.37,2.0,92,2,3,1,6,0xb2d5f40a
151029.11,1.0,92,3,2,1,6,0xb2d3bbedd
1000061.45,2.0,12,4,3,3,10,0xb2d6b4ef
705012.53,4.0,2,4,4,4,12,0xb2d5ad64
471125.88,3.0,4,4,4,4,12,0xb2d3a8e0
8939.51,1.0,184,2,2,1,5,0x3b9b482a
76735.2,1.0,0,3,2,4,9,0xb2d315b2
10385.32,1.0,21,2,2,2,6,0xb2d30021
1.39,1.0,57,1,2,2,5,0xb2d8dd0e
9989.46,1.0,0,2,2,4,8,0xb2d6f378
53799.07,2.0,74,3,3,1,7,0xb2d41f16
60269.44,1.0,0,3,2,4,9,0xb2d6369b
16115.99,1.0,0,2,2,4,8,0xb2d2112c
90000.95,3.0,34,3,4,2,9,0x3b9b29c1
17326.94,1.0,69,2,2,1,5,0xb2d5308d
188750.8,3.0,60,3,4,2,9,0xb2d36387
21267.78,1.0,0,2,2,4,8,0xb2d89ff7
100084.38,2.0,123,3,3,1,7,0xb2d25af6
417005.29,6.0,25,4,4,2,10,0xb2d80509d
758.38,1.0,22,1,2,2,5,0x3b9b43cb
1517.26,1.0,0,1,2,4,7,0xb2d69488d
105000.0,2.0,1,3,3,4,10,0xb2da55cc
1657.35,1.0,18,1,2,2,5,0xb2d191b2d
16.04,1.0,45,1,2,2,5,0xb2d20df5
860.25,1.0,23,1,2,2,5,0xb2d22d6c
7590.5,1.0,17,2,2,2,6,0xb2d64977
196327.9,1.0,155,3,2,1,6,0xb2d388cc
398.99,1.0,0,1,2,4,7,0xb2d305c9
43948.3,2.0,1,2,3,4,9,0xb2d41683
1763.59,1.0,184,1,2,1,4,0xb2d22d0c
25206.32,1.0,0,2,2,4,8,0xb2d18602
2030.52,1.0,92,1,2,1,4,0xb2d1f017
432405.69,6.0,0,4,4,4,12,0xb2d0dd5d
2083353.04,16.0,0,4,4,4,12,0xb2d175fd
50002.63,2.0,224,2,3,1,6,0xb2d2a25d
121264.85,3.0,0,3,4,4,11,0xb2d76b31
299789.58,4.0,1,3,4,4,11,0xb2d377a8
600006.39,4.0,90,4,4,1,9,0xb2d07744
160102.76,3.0,1,3,4,4,11,0xb2da04b3
177020.65,7.0,28,3,4,2,9,0xb2d3a901
17.11,1.0,57,1,2,2,5,0xb2d6b11a
7.92,1.0,30,1,2,2,5,0xb2d93be0
140002.32,5.0,0,3,4,4,11,0xb2d918dbd
202868.19,3.0,21,3,4,2,9,0x3b9b4693d
177655.73,4.0,18,3,4,2,9,0xb2d296ae
5036.21,1.0,184,2,2,1,5,0xb2d3eeb8
1007.67,1.0,12,1,2,3,6,0xb2d68622
11485.43,1.0,0,2,2,4,8,0xb2d458e6
307305.8,3.0,0,4,4,4,12,0xb2d29864d
540.61,1.0,1,1,2,4,7,0xb2d3191d
1444377.13,2.0,6,4,3,3,10,0xb2d06e77
402389.84,4.0,25,4,4,2,10,0xb2d2b78e
29.87,1.0,1,1,2,4,7,0xb2da019a
40034.36,2.0,10,2,3,3,8,0xb2d1a100
1933.57,1.0,0,1,2,4,7,0xb2d1d83d
2372.41,1.0,0,1,2,4,7,0xb2d30fdd
61.53,1.0,0,1,2,4,7,0xb2d33c16
2.51,1.0,63,1,2,2,5,0xb2d5fd38
397.94,1.0,0,1,2,4,7,0xb2d30e74
354186.46,4.0,0,4,4,4,12,0xb2d3dfab
33687.47,4.0,20,2,4,2,8,0xb2d22436
272750.2,3.0,12,3,4,3,10,0x3b9b38e2
1814795.05,4.0,11,4,4,3,11,0xb2d48e30
1048.42,1.0,2,1,2,4,7,0xb2d2e295
25002.95,2.0,27,2,3,2,7,0xb2d0f605
40000.84,2.0,66,2,3,2,7,0xb2d8ef5f
830339.51,6.0,2,4,4,4,12,0xb2d1617a
1054.61,1.0,92,1,2,1,4,0xb2d29a5c
3332.42,1.0,92,2,2,1,5,0xb2d0ac54
4062.23,1.0,184,2,2,1,5,0xb2d4098b
1077729.17,5.0,60,4,4,2,10,0xb2d14c58
8670.42,1.0,217,2,2,1,5,0xb2d435aad
132872.57,4.0,63,3,4,2,9,0xb2d40debd
1007.81,1.0,184,1,2,1,4,0xb2d3c0d2
1155012.86,7.0,95,4,4,1,9,0xb2d1ca66
1118.47,1.0,184,1,2,1,4,0xb2d0d00f
773796.92,11.0,1,4,4,4,12,0xb2d14ab8d
235783.78,3.0,0,3,4,4,11,0xb2d0a22e
343048.1,5.0,3,4,4,4,12,0xb2d0c2c9
400022.18,3.0,53,4,4,2,10,0xb2d477a7d
171017.63,5.0,47,3,4,2,9,0xb2d6d9ef
1240.98,1.0,1,1,2,4,7,0xb2d76526
332042.92,3.0,4,4,4,4,12,0xb2d87bee
200000.0,2.0,7,3,3,3,9,0xb2d96e8f
314318.59,3.0,11,4,4,3,11,0xb2d681a1
512067.21,4.0,26,4,4,2,10,0xb2d97e6e
556.71,1.0,0,1,2,4,7,0xb2d6b6dd
401420.83,2.0,39,4,3,2,9,0xb2d92bca
1.37,1.0,57,1,2,2,5,0xb2d5c44b
10000.11,2.0,6,2,3,3,8,0xb2da4cbd
333606.27,2.0,0,4,3,4,11,0xb2d6f104
389058.87,4.0,0,4,4,4,12,0xb2d2ba3dd
880010.4,11.0,4,4,4,4,12,0xb2d202d0
2691.18,1.0,92,1,2,1,4,0xb2d2f76a
10334.56,1.0,70,2,2,1,5,0xb2d59715
491192.22,2.0,20,4,3,2,9,0xb2d0a4db
64.88,3.0,2,1,4,4,9,0xb2d30621
254030.22,3.0,25,3,4,2,9,0xb2d1037d
211549.69,4.0,5,3,4,3,10,0xb2d06925
10001.53,2.0,8,2,3,3,8,0xb2da1c4b
210038.85,2.0,209,3,3,1,7,0xb2d3af43
110603.65,6.0,6,3,4,3,10,0xb2d61119
70006.82,2.0,200,3,3,1,7,0xb2d63df0
856709.03,12.0,0,4,4,4,12,0xb2d197f2
2791.5,1.0,10,1,2,3,6,0xb2d2e242d
305924.98,2.0,62,4,3,2,9,0xb2d30e94d
453974.15,4.0,31,4,4,2,10,0xb2d11a80
772736.12,6.0,4,4,4,4,12,0xb2d49187d
4442.18,1.0,10,2,2,3,7,0xb2d2ecee
10329.06,1.0,4,2,2,4,8,0xb2d5d55c
25326.03,1.0,44,2,2,2,6,0xb2d6a5c8
6943.72,1.0,13,2,2,3,7,0xb2d99e9a
3351.61,1.0,92,2,2,1,5,0xb2d13ffe
10028.45,2.0,107,2,3,1,6,0xb2d07a72
1360.95,1.0,1,1,2,4,7,0xb2d9e289
91.6,1.0,53,1,2,2,5,0xb2d67e72
370074.24,4.0,158,4,4,1,9,0xb2d29fe4
11442.47,1.0,1,2,2,4,8,0xb2d1d5c9
2224084.84,8.0,19,4,4,2,10,0xb2d0ec6f
1040.95,1.0,184,1,2,1,4,0xb2d2d805
430634.89,4.0,123,4,4,1,9,0xb2d53c38
1110089.29,4.0,11,4,4,3,11,0xb2d6d145
160.97,1.0,126,1,2,1,4,0xb2d1c70b
380006.4,7.0,32,4,4,2,10,0xb2d5badf
2259522.56,14.0,0,4,4,4,12,0x3b9b288f
796451.41,4.0,73,4,4,1,9,0xb2d3f89e
160151.47,1.0,84,3,2,1,6,0xb2d96dcb
503552.71,2.0,73,4,3,1,8,0xb2d9a569
470.91,1.0,10,1,2,3,6,0xb2d8796ad
302131.85,2.0,82,4,3,1,8,0xb2d98cdf
110457.67,1.0,0,3,2,4,9,0xb2d57297
310016.19,8.0,2,4,4,4,12,0xb2d4796f
1610183.29,9.0,42,4,4,2,10,0xb2d78ba2
2606.63,1.0,92,1,2,1,4,0xb2d357a8
51439.36,2.0,55,2,3,2,7,0xb2d4100e
3.48,1.0,52,1,2,2,5,0xb2d3f687
2400000.0,4.0,0,4,4,4,12,0xb2d3e664
16859.4,2.0,1,2,3,4,9,0xb2da1acf
20022.19,1.0,28,2,2,2,6,0xb2d6c4f8
400657.55,3.0,3,4,4,4,12,0xb2d57eaf
25493764.51,12.0,1,4,4,4,12,0xb2d180f2
44.25,1.0,5,1,2,3,6,0xb2d31052
475039.41,2.0,60,4,3,2,9,0xb2d6a4b9
60797.3,2.0,0,3,3,4,10,0xb2d61e71d
3.26,1.0,29,1,2,2,5,0xb2d60a16
202100.27,3.0,0,3,4,4,11,0xb2d4fc0fd
38.89,1.0,18,1,2,2,5,0xb2d5b272d
201421.32,2.0,27,3,3,2,8,0xb2d8cb6b
1075739.88,23.0,0,4,4,4,12,0xb2d6e161
200099.0,2.0,2,3,3,4,10,0xb2d97430
34269.7,1.0,9,2,2,3,7,0xb2d9014c
48801.39,1.0,16,2,2,2,6,0xb2d1e8f1
405540.42,4.0,1,4,4,4,12,0xb2d63144
2040.64,1.0,184,1,2,1,4,0xb2d28a99
171356.25,2.0,0,3,3,4,10,0xb2d5ab18
130006.97,2.0,231,3,3,1,7,0xb2d1740c
1068008.59,5.0,0,4,4,4,12,0xb2d12b74
16005.94,1.0,0,2,2,4,8,0xb2d6eec6
0.0,1.0,184,1,2,1,4,0xb2d2d92b
387328.5,13.0,18,4,4,2,10,0x3b9ade96
201553.86,2.0,1,3,3,4,10,0xb2d6508e
376139.81,4.0,37,4,4,2,10,0xb2d23d76
600114.61,4.0,0,4,4,4,12,0xb2d8d2af
50516.97,1.0,18,2,2,2,6,0xb2d692ad
75400.91,4.0,0,3,4,4,11,0xb2d8a828
751471.69,5.0,29,4,4,2,10,0xb2d78158
3052.56,1.0,0,2,2,4,8,0xb2d34076
